ticket,time,dttn,ebit,interest,dna,capex,wc,debt,equity,value,TA
NKG,2014-09-30,1385568877844,46869771498,24188416828,23643755021.0,144309774528.0,442779100049,1035639703796,487027550017,1522667253813,2745001649523
NLG,2014-09-30,138328719444,13102706374,4511892616,2553612096.0,3505423250.0,1981346926674,713389169760,1681862095049,2395251264809,3747877041360
NT2,2014-09-30,1792511758653,528218570215,52758241066,173929533204.0,160081818.0,719054625372,7568134862828,3358971473858,10927106336686,11897300508004
NTP,2014-09-30,725577501975,85185530749,9161934263,0.0,20629092419.0,1027760280935,781774223562,1370789515927,2152563739489,2358104728927
PAN,2014-09-30,322313755648,43024449240,653351396,13386037762.0,14651284636.0,428337799370,144589843898,1157780615312,1302370459210,1979945133680
PDN,2014-09-30,73924330729,16291896073,1400828160,0.0,11058356698.0,23084729129,72956322694,305149522275,378105844969,417726534488
PDR,2014-09-30,52606630458,10343939742,383333333,178904595.0,1314462480.0,4986225083695,2737437300000,1435227831033,4172665131033,6125846640279
PET,2014-09-30,2919057955500,110588373179,35392091788,4044465884.0,41814544080.0,1597742932544,2094873671522,1326329192048,3421202863570,5322010830761
PGS,2014-09-30,1967984147485,101703002890,7342660345,69005653280.0,78289817969.0,-370108356419,353722936139,949617445898,1303340382037,3032727095715
PHR,2014-09-30,437149758789,61971629944,9011580680,0.0,79608873841.0,255250438818,611810134340,2125566568173,2737376702513,3073369664629
PNJ,2014-09-30,2349998411571,99100913076,21508064728,1421220141.0,2963962486.0,1351019034303,1346306332915,1329448811715,2675755144630,2907872735233
PPC,2014-09-30,1707871173753,448277036328,34727863779,174904948798.0,1939875843.0,1881924424443,4836990017016,5383601903871,10220591920887,10967626124451
PTB,2014-09-30,611770445603,41846581404,6264675037,31224885238.0,29388761421.0,418064364398,496600247858,314829270743,811429518601,1003422356091
PVD,2014-09-30,5608277920624,848649356276,3493914716,270131491960.0,38425069349.0,330106559346,4227875835966,11065662619584,15293538455550,22952690903802
PVS,2014-09-30,9584542635856,457529259829,22123208320,246317510120.0,72194755483.0,-3668601386691,2708201108680,8705947727296,11414148835976,26948629014821
PVT,2014-09-30,1516771497616,167920009060,22627290565,98531355732.0,-100806146737.0,-236750494389,3892959437928,3049816854531,6942776292459,9441930141315
QCG,2014-09-30,166010295179,7570680513,5166350089,3794380378.0,-203749361729.0,2638274913426,1974495553824,2351665576727,4326161130551,6900450913816
REE,2014-09-30,814246657766,300847298934,9098065488,31503337039.0,22816682288.0,378287693635,506662046975,5453927360175,5960589407150,7732680891667
SAM,2014-09-30,299185262635,12305886990,2931915273,0.0,45467358304.0,942353714638,451680778059,2400664860870,2852345638929,3079610912643
SBT,2014-09-30,483694457393,51730218462,24047934371,21758594495.0,21547148009.0,1672092532605,1304929320048,1754762508873,3059691828921,3347536707066
SCR,2014-09-30,290495015171,30207411604,26916701508,0.0,-0.0,2551480360309,2201772946072,2275769199002,4477542145074,5341540749236
SHP,2014-09-30,224484585126,143099920208,39616281091,0.0,43255137497.0,-208255238727,1543178030664,1163990105198,2707168135862,3267263186158
SJS,2014-09-30,37527476556,9719427876,0,0.0,-2373532134.0,2991732408362,2092673729072,1622142721800,3714816450872,5724394076950
STG,2014-09-30,232134007340,8164273028,401257117,1164444887.0,11873031729.0,77979111532,25636925048,143838705564,169475630612,245203550542
TCM,2014-09-30,630713016397,56804733212,6622306723,14616681908.0,39259475482.0,550622266578,864962556076,798076847794,1663039403870,1928315355230
TLG,2014-09-30,500454028241,79280012755,3665947453,9680329254.0,1539736163.0,410580772050,224078085950,727221823080,951299909030,1122098710250
TMP,2014-09-30,158521321709,83885317596,8718118062,36015108128.0,-14744783149.0,149780715452,386771176109,933271129493,1320042305602,1537854121486
TMS,2014-09-30,106461453066,38769151651,2400535416,0.0,24737726964.0,75961301537,130406246169,704565847913,834972094082,892591017899
TRA,2014-09-30,415598976158,62814092720,778026289,6849931157.0,7922904174.0,346346325452,40831959979,747203625754,788035585733,1037355962487
TVN,2014-09-30,6899724447062,202349074684,139131401846,140706687398.0,57079590333.0,2486574807497,11598337967842,6226705545244,17825043513086,23613958121583
VC3,2014-09-30,92392657629,4714069575,42251328,1899042227.0,-296638000.0,121672258520,23642204217,206416193517,230058397734,1247631605405
VCF,2014-09-30,724372473814,97242758347,0,12836463926.0,13755491147.0,90302812213,218888107247,1331953069743,1550841176990,2026406020750
VCG,2014-09-30,2416360520633,177412579515,47403465618,82359233923.0,403740352252.0,3868840911251,5961813448607,5638431785370,11600245233977,22357142319640
VCS,2014-09-30,675914527803,62924140660,23548071783,2371336347.0,9885019854.0,1060573824397,1403952480503,762220670794,2166173151297,2375596841951
VHC,2014-09-30,1891977021394,374616973600,9762773490,28711631243.0,153767593831.0,1546176889955,1643109062823,1745225857776,3388334920599,4034141144559
VIC,2014-09-30,8109089496483,2397079155882,800791201699,218258258003.0,704933265467.0,7205064853334,31709928486843,18426424611027,50136353097870,82791938275549
VNM,2014-09-30,8965138717467,1730545556775,7423763901,261083845708.0,267577824147.0,2255509310837,1623801172255,18122315803395,19746116975650,23907602917207
VSC,2014-09-30,216159030691,60086536082,92456910,0.0,1026681912.0,-107273345278,9031200000,1006689582515,1015720782515,1266814855955
VSH,2014-09-30,36797842137,1548241307,1054500925,19041408899.0,30758677601.0,128305649675,751226630314,2702322267622,3453548897936,3741708502569
AAA,2014-12-31,447900674595,6311170978,6059642453,23707480254.0,27859100758.0,148919743524,456673183094,776936974055,1233610157149,1421650734913
ANV,2014-12-31,865274810547,34160109469,18314677617,0.0,-0.0,1403694711992,1477170247989,1352222015735,2829392263724,3324348345602
ASM,2014-12-31,731920918457,105161799378,28165734813,0.0,1303867657.0,1305309241974,935259653118,1267691861894,2202951515012,2478519171099
BMP,2014-12-31,666772199917,139775705395,3740909036,17786768910.0,16710906649.0,631364909886,58420187000,1718546210492,1776966397492,1954501193984
CEO,2014-12-31,255121224753,98041323485,2133318506,0.0,186311765972.0,473261494778,465180720262,466346197594,931526917856,1392932243353
CHP,2014-12-31,347906594000,260098518076,44323606961,0.0,4042753150.0,31373418300,1615223490334,1421059107930,3036282598264,3321660207576
CII,2014-12-31,1374641817974,342705693278,70352277578,0.0,112411316349.0,569565543748,5046582597833,2681380383207,7727962981040,8964931032184
CMG,2014-12-31,848873984091,59301000341,10241538590,0.0,37544315460.0,394316772611,492728347407,666603481155,1159331828562,1755044191738
CSV,2014-12-31,400113252001,80133024741,2192205966,0.0,-0.0,206587085106,174446336571,584484956394,758931292965,977286988526
CTD,2014-12-31,2683183564159,134333556981,0,9029774570.0,15312818797.0,398350931422,0,2527241186661,2527241186661,4863061865449
DBC,2014-12-31,1459868424534,147855970143,20250348275,36940136764.0,77011240181.0,1614099318284,1389415911726,1830261832988,3219677744714,4220361698512
DCL,2014-12-31,199713775247,11082503486,4461529638,0.0,1150250000.0,320303603315,219455562350,312518063389,531973625739,600924004906
DGC,2014-12-31,589527936123,75178051913,2834281325,19563204351.0,110163439922.0,661668163101,452585006255,639277187369,1091862193624,1679482268653
DHC,2014-12-31,153007283439,13813252051,1528311603,0.0,4373576312.0,111897781576,92644582937,258657009324,351301592261,421132519807
DHG,2014-12-31,1343627233740,209513225773,1234637438,22083229050.0,41297459338.0,701647611390,176707408762,2286734408986,2463441817748,3476852478066
DHT,2014-12-31,203773727022,9158881844,3232482972,0.0,-0.0,185585643199,131793846497,139666178644,271460025141,367821267404
DIG,2014-12-31,270454783501,26877125010,1686710768,0.0,4101568619.0,2332579032634,1483459778515,2407182465784,3890642244299,5044062260292
DNP,2014-12-31,239235539261,18350512310,3334902803,3305982930.0,2632580020.0,264107406583,258518028657,109330672354,367848701011,415127948931
DPM,2014-12-31,2521686825147,185823848665,1057742411,73408922488.0,76570930644.0,1096554058601,94646779668,8789197333321,8883844112989,10110452819583
DPR,2014-12-31,414999795383,63301218178,1234050424,0.0,38474028088.0,191034368154,273631052202,2196767390759,2470398442961,3322500788614
DVP,2014-12-31,165174687901,62571733026,1728862522,0.0,5197666096.0,39309539741,124429988250,802025509945,926455498195,975870208781
DXG,2014-12-31,311179392452,164861798054,24688063,838292409.0,1817519879.0,-61831321327,120109413376,1002760114102,1122869527478,2160452832290
ELC,2014-12-31,198427646091,57504521816,1552672776,0.0,61696552506.0,355410102162,107385351916,681290562646,788675914562,1086518681638
FPT,2014-12-31,15545683334749,722756169106,91952795323,164238741744.0,892143647158.0,4843667948657,6864830676553,7909989732017,14774820408570,22659685682437
GAS,2014-12-31,19312963813296,6135258910827,60019089523,883576594589.0,1016622761425.0,-625300195673,7574848199434,35985639787211,43560487986645,53762672238302
GEX,2014-12-31,2220927721653,135695903251,27826473474,0.0,89763196547.0,977510863438,834630802649,2191952585183,3026583387832,5148515818553
GMD,2014-12-31,916974666387,58089967494,22993687353,72265868703.0,44519276771.0,573124120257,1887701507777,4898745798851,6786447306628,8213391914202
HAG,2014-12-31,862451511000,258267932000,177920221000,94615566000.0,754174561000.0,6635712515000,18176166999000,14238572809000,32414739808000,36369229950000
HDC,2014-12-31,113734585277,9111302310,2221444863,0.0,-49401942.0,761547127867,339997885548,593026318729,933024204277,1207847291760
HDG,2014-12-31,724449319285,116934027907,-176093333,4310772479.0,-4563137120.0,48025036082,51694024922,850560214582,902254239504,2194432935340
HGM,2014-12-31,31254979370,3617042498,0,0.0,-0.0,1877939573,0,227427726296,227427726296,288063436138
HHS,2014-12-31,583329845297,71005580489,156321269,-124786318.0,1567146547.0,-411058761178,0,747508765807,747508765807,1441245797506
HPG,2014-12-31,6685045033964,656416468691,69410365686,285065957456.0,479763545919.0,5932716772969,6747847188960,11876791198334,18624638387294,22089105621844
HSG,2014-12-31,4430672714876,208717557515,45271178793,112492964704.0,314343339367.0,4500005316894,6155380144084,2501926774655,8657306918739,9242980148585
HT1,2014-12-31,1959587822354,399045507525,120016691517,155236257429.0,53440658666.0,-265830209371,7207550079142,3717704989672,10925255068814,12661980483050
HUT,2014-12-31,2058735067108,312549433900,9653133704,0.0,307410575543.0,327924054046,2531363542066,1295869558074,3827233100140,6213337285050
IJC,2014-12-31,772537749287,231528189002,11209972074,9115907592.0,2421067082.0,3223971649166,1972451031985,3068923606435,5041374638420,6730825898083
IMP,2014-12-31,308817484170,27857332335,91472499,9524030469.0,16830621294.0,336521094296,0,796347055152,796347055152,1028009880910
KBC,2014-12-31,498361071506,206634810030,44601118786,8605738572.0,14280933079.0,8192388183468,4052871193863,5376681286816,9429552480679,13087455915580
KDC,2014-12-31,1418143831957,123063729764,-755169775,57322471878.0,379767931391.0,166681747822,553318491711,6192245635867,6745564127578,7890913070260
KDH,2014-12-31,418991395000,29215927000,19869404000,731407000.0,219138000.0,2133283955000,1288762134000,1498479272000,2787241406000,3120657592000
LGC,2014-12-31,602710830920,266903620327,36454744625,0.0,-0.0,339330961521,245847738958,433548889609,679396628567,1674654437644
MSN,2014-12-31,6750014000000,2157554000000,0,19734000000.0,1317211000000.0,1465222000000,23564248000000,15016083000000,38580331000000,52965100000000
MWG,2014-12-31,4867329434506,246089993919,5444208588,34812537561.0,174196960239.0,1320265980802,618690305273,1474956147637,2093646452910,3407199491184
NKG,2014-12-31,1475124266635,49439403358,22812024078,23829265869.0,24321377946.0,377245838627,1040655882087,506273850196,1546929732283,2936577276312
NLG,2014-12-31,544992231733,144861900760,0,4082694306.0,-657831818.0,1705438770238,618477415931,1933452802272,2551930218203,3929087280554
NT2,2014-12-31,1911520253524,408835482078,51069414912,173962902799.0,3002704400.0,552687955485,6907609469332,3588737541024,10496347010356,11759808135792
NTP,2014-12-31,877918100838,121129324316,12064480031,22073188017.0,144996599591.0,1117250683579,865337219781,1465909945327,2331247165108,2580348317255
PAN,2014-12-31,448525670324,69304159691,1620153396,13665492411.0,17884223755.0,449014717369,221604631678,1211067487578,1432672119256,2193330598245
PDN,2014-12-31,77561683446,9748202571,1697738760,0.0,58039642725.0,25240383561,145029431296,312947326177,457976757473,493862370902
PDR,2014-12-31,320287401153,43409804179,383333334,178904595.0,2906009770.0,5062203733236,2717603556000,1468567978292,4186171534292,6079487262779
PET,2014-12-31,3043204504930,113674633674,31019926596,5044194469.0,10640397756.0,1657319767689,2639949778947,1357984993632,3997934772579,5761655691350
PGS,2014-12-31,1889238417971,44847827123,6753029641,70616689887.0,104087040937.0,-336642083886,439785905381,937391943709,1377177849090,3215183400117
PHR,2014-12-31,590704946883,149417691086,6254671901,0.0,41372391470.0,46806503552,748291327464,2253082105572,3001373433036,3428830145127
PNJ,2014-12-31,1928144644001,90307060712,17415779417,6467031446.0,5521062713.0,1295641667884,1268815128041,1296568562934,2565383690975,2832082770220
PPC,2014-12-31,2366521041920,736655205964,30069881481,175226275875.0,196656719481.0,1648218695348,4409113043667,5674355683337,10083468727004,11324081406414
PTB,2014-12-31,778011506454,42337469514,5714943074,4172289435.0,27966704926.0,433943296521,542168337730,341081931509,883250269239,1091004217924
PVD,2014-12-31,5377752936849,620334558274,30990391064,267378616137.0,1562820022191.0,219552530934,4252436976822,11440339526388,15692776503210,23276280188910
PVS,2014-12-31,8573689576303,747118236176,20769751766,250039182601.0,116425562787.0,-3192127089759,2579763694683,9297647363186,11877411057869,26226490613902
PVT,2014-12-31,1423203987196,162473496248,20557950786,91927282647.0,233253465714.0,-77770904035,3851610730117,3123825347219,6975436077336,9351193827908
QCG,2014-12-31,1040219948534,58636278328,6451781576,3402027004.0,-24073961561.0,4558902625318,1765735553824,3818845926706,5584581480530,6968044612657
REE,2014-12-31,908896096717,458844134730,7152018855,-4947664669.0,13054967418.0,429932877339,710804281235,5910243592550,6621047873785,8403228065913
SAM,2014-12-31,546317335808,57298158155,3317695191,7646078678.0,48371100847.0,1075200274208,544764208737,2433624948302,2978389157039,3231326539299
SBT,2014-12-31,526229317321,75635668154,20156239920,21845106467.0,66568212886.0,1483972338121,1294324864063,1802593445422,3096918309485,3315040710692
SCR,2014-12-31,210768590737,40535127240,22092399985,0.0,2670693152.0,2505559671575,2125600604327,2284127639708,4409728244035,5404229216440
SHP,2014-12-31,178900660435,92383062403,38197961618,0.0,36788802678.0,-176573321501,1502326540803,1216458258860,2718784799663,3205652872699
SJS,2014-12-31,1148400473801,172758829851,7724607133,0.0,-45438162373.0,2393830661735,1390639886750,1751221290083,3141861176833,5419803370314
STG,2014-12-31,247158704158,12417288715,302337997,1425193808.0,16418272727.0,42233415656,0,153213702678,153213702678,249518317139
TCM,2014-12-31,650918795113,47326347008,5699663115,15346673310.0,18821891625.0,509925826901,868729079407,807172539291,1675901618698,2060118408979
TLG,2014-12-31,378668639130,28546488980,3047766967,9347135816.0,13656490330.0,363428663049,198225637801,732218201827,930443839628,1106395845153
TMP,2014-12-31,207088392687,129899830114,6674747584,36149623587.0,3698246172.0,83994262274,387724590188,1025827273994,1413551864182,1593446616137
TMS,2014-12-31,141529135321,57860669156,2320016034,0.0,5217180515.0,53786088270,209292900162,751157647257,960450547419,1013518992519
TRA,2014-12-31,518304776859,62350710275,748542504,6366882202.0,22670520342.0,282544055073,34437749427,788853378481,823291127908,1132010136254
TVN,2014-12-31,7657091806734,124980778953,196612143502,-128723773317.0,-57079590333.0,2735342495265,11878169564671,6279649298020,18157818862691,23999879610768
VC3,2014-12-31,206941146697,8340186120,152606541,2087472888.0,-276350027.0,-17168274922,1707987375,212699806002,214407793377,1297642771922
VCF,2014-12-31,1061118011940,164326220739,4616252996,14391857446.0,33546329008.0,-76674034868,533006478863,1476501626904,2009508105767,2488792776692
VCG,2014-12-31,2915435622174,181384382680,55882458508,84874817857.0,85436733604.0,3164208833958,6091739922501,5701002095262,11792742017763,23067174163479
VCS,2014-12-31,599111239527,142774498205,21842580762,0.0,24586901580.0,1190879010970,1565759869759,785567368348,2351327238107,2647941608568
VHC,2014-12-31,2027568979399,81347419011,16933227661,29410343615.0,102234911610.0,1708065543854,2032481403791,1856623485297,3889104889088,4571485579953
VIC,2014-12-31,6591036357900,1277800619376,658020772075,282585686320.0,4482246122636.0,-721676647547,33336013772819,20416465789413,53752479562232,90482964432440
VNM,2014-12-31,9660753998837,2185997305586,9075994158,263064953718.0,274665323545.0,2352733239583,1625908601392,19680282615855,21306191217247,25770138060957
VSC,2014-12-31,255557668995,104574177299,169438144,0.0,9632637515.0,-53538315630,12953981980,1058380558885,1071334540865,1495102031793
VSH,2014-12-31,348533081116,300586331729,1118248031,19073936433.0,80982383201.0,458935054726,395494778718,2982551032343,3378045811061,3661097560832
AAA,2015-03-31,322901873841,-78817996,5532126701,19427680554.0,109246918286.0,308101972347,496116587395,771794605043,1267911192438,1413882374879
ANV,2015-03-31,554135100975,15419534209,0,21606377951.0,-0.0,1247397328729,1400705261761,1367113026130,2767818287891,3272450781786
ASM,2015-03-31,151073703172,17301122274,6047049880,0.0,41298924.0,1370134089679,637803787103,1275621399351,1913425186454,2175149606769
BMP,2015-03-31,584839883207,137582316238,100390635,16402929553.0,16260511200.0,618424291057,61500187000,1826108131888,1887608318888,2011416949610
CEO,2015-03-31,176846564709,75597182574,3889881802,0.0,52960416626.0,793253490646,396096403063,838083158683,1234179561746,1679646435872
CHP,2015-03-31,173818980816,112614768732,33780467856,0.0,208300000.0,-206637153032,1560223490334,1391893408806,2952116899140,3299742833386
CII,2015-03-31,703467195211,348389692621,51090963764,0.0,162200782095.0,992478077566,4548652848505,2944864597110,7493517445615,10368100401241
CMG,2015-03-31,934909855218,39297837433,4984664564,0.0,2610749131.0,360440621844,466504232549,668007579872,1134511812421,1762357824604
CSV,2015-03-31,361728228731,67678451670,2291967090,28717580365.0,1428960920.0,266791926609,167140183510,626181590496,793321774006,1017107291453
CTD,2015-03-31,1627603434897,99088674774,0,8847593178.0,53968244783.0,199971188128,0,2596238269920,2596238269920,4996846681672
DBC,2015-03-31,1272524638018,93029377426,22856262099,37328962598.0,65627146674.0,1984414621814,1780906550872,1793244233007,3574150783879,4160122598357
DCL,2015-03-31,143907033540,20995432116,3166609227,5053792427.0,697529000.0,302684009568,175763270688,318220517122,493983787810,551101400102
DCM,2015-03-31,1132310357669,249745488447,52059162191,252966719404.0,11285831508.0,-949788659462,7607408527494,5770767330223,13378175857717,14880267843458
DGC,2015-03-31,634681978274,86523213480,2855039831,16599049538.0,23512834169.0,484333571905,257501433407,665570637563,923072070970,1528266664063
DGW,2015-03-31,938249565061,45946021507,6006581548,0.0,-0.0,911776817172,596481735291,529508879654,1125990614945,1348045527700
DHC,2015-03-31,149462553579,17195730167,1159057094,0.0,1355088396.0,116701610592,73032816537,271163719825,344196536362,430320377810
DHG,2015-03-31,697439490792,136879441436,1855841468,23800292873.0,63692624883.0,903700121131,104626220249,2388804009638,2493430229887,3110781835391
DHT,2015-03-31,216342165219,9707480933,0,0.0,529300000.0,214644443842,137981831059,146532819634,284514650693,360132773655
DIG,2015-03-31,119318525668,3076501230,1302962121,0.0,5811419231.0,2453171927899,1452458736311,2411348606051,3863807342362,5007988009019
DNP,2015-03-31,161849279616,9308100126,3878525648,4792704513.0,1337895959.0,268990837609,244216041044,115081148691,359297189735,407864311724
DPM,2015-03-31,2371022443479,581027918320,735714625,65575525730.0,46056976964.0,1116975859347,29686405041,9194461861500,9224148266541,10572349077095
DPR,2015-03-31,164700385603,38897131920,1190053667,14542230286.0,12168067200.0,175337949057,227034653965,2235108240929,2462142894894,3259024780774
DVP,2015-03-31,147287815585,72757929528,972285023,0.0,1705870000.0,63272360404,116032349250,866557121667,982589470917,1015523199291
DXG,2015-03-31,180980463739,71486564711,25381250,756428284.0,3594027273.0,293129783510,179067138502,1284324907968,1463392046470,2509287432367
ELC,2015-03-31,110871197515,11249001245,1585396770,10554908240.0,4686408777.0,282408819120,124845137932,680487778168,805332916100,1116741947530
FPT,2015-03-31,8768984818050,686173490229,40841485197,162352394928.0,880046716220.0,6326649858351,6916956972668,8380860246563,15297817219231,22206060192447
GAS,2015-03-31,15875859018800,3437632132448,66561067450,926654772900.0,434169771648.0,1907095881010,7236998191129,38547123543354,45784121734483,52968689659839
GEX,2015-03-31,2037509590769,169906893851,9025044111,0.0,81613031042.0,1168172256844,769432714250,2288436345658,3057869059908,5106446407474
GMD,2015-03-31,829204936498,108010197255,27874696494,84426968774.0,117424950809.0,721683483819,1823498029045,4942860122175,6766358151220,8207590186655
HAG,2015-03-31,1383316102000,659548667000,219229843000,84874847000.0,1293253438000.0,5611820172000,20169292025000,13802401599000,33971693624000,39915020893000
HDC,2015-03-31,94868251160,13350818069,4401162048,0.0,-2111.0,774031915524,337423303045,597552706045,934976009090,1144283938181
HDG,2015-03-31,115907164855,15274498761,4406635948,7380862746.0,15988346930.0,121513751740,190226533275,857280985710,1047507518985,2511255155408
HGM,2015-03-31,22567781797,6411367883,0,2245752254.0,860222178.0,-3341554360,0,201760262500,201760262500,266470858791
HHS,2015-03-31,721028574202,197319441360,0,356512626.0,-0.0,439457954990,275600000000,1361582069429,1637182069429,2293098006235
HNG,2015-03-31,521531822000,182010180000,74742089000,65624856000.0,685158316000.0,2688879028000,8116779733000,7022462281000,15139242014000,18237428375000
HPG,2015-03-31,5973438325700,796266454402,57781070334,285202533263.0,432642876388.0,6531002370483,6495436182250,12359127256713,18854563438963,21904947232276
HSG,2015-03-31,4295270690603,206469014257,54688274300,118047770389.0,121010266763.0,4680543973192,6414439365255,2546945408352,8961384773607,10081980703697
HT1,2015-03-31,1793801522511,433916183179,112942226276,148733845966.0,27525888954.0,85801706711,7133086060012,3964351041402,11097437101414,12621613579312
HUT,2015-03-31,180168372294,21009597584,13956154401,0.0,229621788004.0,414300791013,2187704682180,1300888465068,3488593147248,5787599968005
IJC,2015-03-31,142391339748,48235248905,7175974812,9259260291.0,178209980.0,3878313877451,1943690460113,3100147091486,5043837551599,6747305353147
IMP,2015-03-31,220041721921,33124771659,0,9399098737.0,7867207016.0,378877903126,0,907561259579,907561259579,1067250109510
KBC,2015-03-31,549820921209,215323465313,36514141880,6458494795.0,8854989092.0,9079129902604,3160841269166,6711973635527,9872814904693,13511425000898
KDC,2015-03-31,1058249255536,53865703207,6498688048,57714163667.0,33902682961.0,594470278198,646341727146,5865392499517,6511734226663,7297681324482
KDH,2015-03-31,215223779000,64956041000,2563456000,732425000.0,102659000.0,2514061642000,1320670563000,2400061276000,3720731839000,4033066584000
LGC,2015-03-31,393692734258,315339541531,44990556843,0.0,35422094516.0,-669506286737,2144740102279,1157389353451,3302129455730,5285119456764
MSN,2015-03-31,3739600000000,557269000000,399634000000,347442000000.0,491470000000.0,2785407000000,22231987000000,15020066000000,37252053000000,49189579000000
MWG,2015-03-31,5515737887276,312330490423,12203517911,38889780917.0,106969518141.0,1627824790387,780883156874,1705256597847,2486139754721,3665753810845
NKG,2015-03-31,1184678206502,39571404268,13183158382,24641167087.0,276108217329.0,442708033187,1336822907491,526917391736,1863740299227,3036444865633
NLG,2015-03-31,209534762575,39943360491,3944424458,3578870700.0,40060000.0,1848363687467,571223795758,1965098553365,2536322349123,4192849891709
NT2,2015-03-31,2081137429953,573493894631,43478888282,170526226956.0,1138721290.0,1169418110721,6594032669399,4730119336084,11324152005483,12491919189324
NTP,2015-03-31,646751574558,89511181343,9015540317,25194216146.0,75280663456.0,1104303280352,894112956607,1478521040906,2372633997513,2551686847010
PAN,2015-03-31,396256617278,60673140462,989429632,9860941558.0,30583562528.0,417688188689,283167967868,1987889377978,2271057345846,3000144318232
PDN,2015-03-31,74282402866,15055659278,1591165427,0.0,13634964065.0,-4233041455,136308781629,299901914587,436210696216,515751669675
PDR,2015-03-31,104343890353,32137532039,375000000,178904595.0,2040035643.0,5144257290869,2797616056000,1489921865293,4287537921293,6279701437226
PET,2015-03-31,2512062785162,85676265086,29368477611,2741307159.0,24438329500.0,1709018635437,2248294947979,1375672430527,3623967378506,5418888722630
PGS,2015-03-31,1439427945720,60374790399,7232774753,64440531645.0,37040503660.0,-94894263967,418563833364,956488143169,1375051976533,2837547495104
PHR,2015-03-31,293954307729,53631203265,5990562555,0.0,12550465364.0,195978409495,702458791099,2266457085981,2968915877080,3259058715977
PNJ,2015-03-31,2137389910568,165158272793,17126229412,6986391488.0,13949157412.0,1711369295160,1387498563846,1391047879808,2778546443654,3027427520209
PPC,2015-03-31,2085143556372,86409097265,29436225207,175280868813.0,14246617849.0,2517761249193,4354431983703,5725716933992,10080148917695,11082998525051
PTB,2015-03-31,663540419694,46288015409,5505521748,36497034934.0,22729806992.0,489959082106,502249085280,360240225126,862489310406,1072172503729
PVD,2015-03-31,4449337388168,655261675846,25787480292,290209238284.0,3210309550364.0,-3597964420,6353763039340,12024890994580,18378654033920,26617488598270
PVS,2015-03-31,5014580022794,387891360614,18260901232,243765439745.0,89499642878.0,-2909190258814,2460465004995,11037488583351,13497953588346,25881229982106
PVT,2015-03-31,1156082690544,92469803165,8499927861,89974499053.0,45616627505.0,-118616985615,3806565562709,3166171672542,6972737235251,9397465278668
QCG,2015-03-31,44264539930,4079866048,3553038038,3179142393.0,11702301642.0,4691877665348,1758347996715,3789019694669,5547367691384,6956995816113
REE,2015-03-31,724839372286,193442367315,15530742621,35195859490.0,30780792022.0,460649580409,1062981521259,5616823903733,6679805424992,8407996949999
SAM,2015-03-31,445035596535,-1383885934,4941428684,0.0,35298523373.0,947253879012,648386765620,2424461523404,3072848289024,3306795989384
SBT,2015-03-31,588341023240,62906705674,19348953591,21798196104.0,32522275385.0,1496381070665,1466940758791,1840934746700,3307875505491,3628638847973
SCR,2015-03-31,70869324899,21845876669,18724160486,0.0,-0.0,2499289097484,1906889327795,2586595015295,4493484343090,5450109843502
SHP,2015-03-31,70086987398,10111815348,32494644150,44427462216.0,135448889.0,-102966918976,1479106832650,1199076482178,2678183314828,3097724652045
SJS,2015-03-31,41526219518,12592432569,0,0.0,-0.0,2803312531446,1389194347951,1761544990074,3150739338025,5417868402484
STG,2015-03-31,251242091038,9392512289,0,1322800083.0,-3016462728.0,92894750750,22960935170,152128500122,175089435292,279559577672
SWC,2015-03-31,49768908395,7116156694,54000355,0.0,-0.0,-67280553667,61809707325,931882730426,993692437751,1114123277464
TCM,2015-03-31,612615528649,41677680744,5600401844,15930224943.0,20264373878.0,596159416100,891534175944,840699547764,1732233723708,2036798285575
TLG,2015-03-31,367090877302,40728581517,2699320300,9132866636.0,5750256003.0,385072014852,204346598705,751714807510,956061406215,1110698896730
TMP,2015-03-31,164542597467,86112140855,6974158229,36249656113.0,2388301561.0,223490785976,425666947044,1091690437479,1517357384523,1664098316722
TMS,2015-03-31,103528773323,50266700715,3600036732,8433678948.0,11830323507.0,43969796171,230357823076,792814530160,1023172353236,1085149633369
TRA,2015-03-31,464366762710,56191793269,507841011,17351158303.0,62974049241.0,263926794606,17380000000,732874216964,750254216964,1180511239185
TVN,2015-03-31,4119506700381,-2367702058,84338780380,98841710618.0,4839684494.0,2507951864950,5230493984979,6206476952606,11436970937585,14452962104903
VC3,2015-03-31,70740421246,4565783875,0,1509869670.0,79726363.0,-649244232856,907987375,201046657223,201954644598,1267561705236
VCF,2015-03-31,485396148010,11394782253,4850502572,15116633770.0,14032736235.0,152547355796,277838770649,1481357698583,1759196469232,2154830955607
VCG,2015-03-31,1570113667478,191206704249,83320198724,81472076643.0,68983158782.0,3608913689623,6122149863840,5875212176793,11997362040633,22949665835575
VCS,2015-03-31,535666855206,96173276485,22323460221,17209425585.0,11294856295.0,1722244773922,1710472880791,841604468015,2552077348806,2724547156333
VGC,2015-03-31,1820710305155,144970075609,41063389089,0.0,123285273463.0,1167844558292,2499840822975,2687104546227,5186945369202,12229099969378
VHC,2015-03-31,1543838672068,138339955230,11719215140,33550772636.0,37543634007.0,1946127360889,2154016747553,1968316413012,4122333160565,4578292755571
VIC,2015-03-31,6641823373443,1232547031517,540805067179,478538875653.0,2842912867404.0,2031219609831,36125727838372,20828022444257,56953750282629,96056845978228
